## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT results/aligned/nr67.sorted.bam --OUTPUT results/aligned/nr67.dedup.bam --METRICS_FILE results/qc/dedup/nr67_dedup_metrics.txt --REMOVE_DUPLICATES false --VALIDATION_STRINGENCY LENIENT --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --FLOW_MODE false --FLOW_DUP_STRATEGY FLOW_QUALITY_SUM_STRATEGY --FLOW_USE_END_IN_UNPAIRED_READS false --FLOW_USE_UNPAIRED_CLIPPED_END false --FLOW_UNPAIRED_END_UNCERTAINTY 0 --FLOW_UNPAIRED_START_UNCERTAINTY 0 --FLOW_SKIP_FIRST_N_FLOWS 0 --FLOW_Q_IS_KNOWN_END false --FLOW_EFFECTIVE_QUALITY_THRESHOLD 15 --ADD_PG_TAG_TO_READS true --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --COMPRESSION_LEVEL 5 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Mar 06 13:56:18 CET 2026

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
nr67	38013	8723525	264813	473177	26629	3306551	2898996	0.379737	39655280

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
79.0	7.320559	1	0	0
80.0	7.320559	0	0	0
81.0	7.320559	0	0	2
82.0	7.320559	1	0	3
83.0	7.320559	4	0	0
84.0	7.320559	0	0	0
85.0	7.320559	0	0	1
86.0	7.320559	2	0	2
87.0	7.320559	1	0	0
88.0	7.320559	0	0	0
89.0	7.320559	1	0	1
90.0	7.320559	1	0	2
91.0	7.320559	1	0	0
92.0	7.320559	0	0	0
93.0	7.320559	0	0	1
94.0	7.320559	1	0	0
95.0	7.320559	0	0	0
96.0	7.320559	0	0	0
97.0	7.320559	0	0	1
98.0	7.320559	1	0	1
99.0	7.320559	2	0	4
100.0	7.320559	2	0	0
101.0	0	1	0	1
102.0	0	0	0	1
103.0	0	2	0	1
104.0	0	0	0	2
105.0	0	2	0	0
106.0	0	1	0	0
109.0	0	2	0	2
113.0	0	1	0	3
114.0	0	2	0	0
118.0	0	0	0	2
119.0	0	1	0	0
122.0	0	1	0	1
123.0	0	1	0	0
129.0	0	0	0	1
130.0	0	1	0	0
132.0	0	1	0	1
136.0	0	0	0	1
138.0	0	1	0	0
141.0	0	0	0	1
144.0	0	1	0	0
145.0	0	0	0	1
146.0	0	1	0	0
157.0	0	0	0	1
158.0	0	1	0	0
165.0	0	0	0	1
167.0	0	1	0	0

