## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT results/aligned/nr67.sorted.bam --OUTPUT results/aligned/nr67.dedup.bam --METRICS_FILE results/qc/dedup/nr67_dedup_metrics.txt --REMOVE_DUPLICATES false --VALIDATION_STRINGENCY LENIENT --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --FLOW_MODE false --FLOW_DUP_STRATEGY FLOW_QUALITY_SUM_STRATEGY --FLOW_USE_END_IN_UNPAIRED_READS false --FLOW_USE_UNPAIRED_CLIPPED_END false --FLOW_UNPAIRED_END_UNCERTAINTY 0 --FLOW_UNPAIRED_START_UNCERTAINTY 0 --FLOW_SKIP_FIRST_N_FLOWS 0 --FLOW_Q_IS_KNOWN_END false --FLOW_EFFECTIVE_QUALITY_THRESHOLD 15 --ADD_PG_TAG_TO_READS true --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --COMPRESSION_LEVEL 5 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Mar 06 13:56:18 CET 2026

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
nr67	38013	8723525	264813	473177	26629	3306551	2898996	0.379737	39655280

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
1.0	1.445579	3582786	0	5052867
2.0	2.605701	1068176	948212	347909
3.0	3.536736	414036	368500	10976
4.0	4.283921	181926	161546	2130
5.0	4.883561	85998	75881	1103
6.0	5.364791	41831	36560	569
7.0	5.750993	20472	17538	343
8.0	6.060933	10305	8586	195
9.0	6.309669	5320	4323	115
10.0	6.509288	2687	2121	92
11.0	6.669488	1411	1059	74
12.0	6.798054	703	522	42
13.0	6.901233	402	283	37
14.0	6.984036	224	151	42
15.0	7.050489	148	61	33
16.0	7.103819	77	33	39
17.0	7.146619	50	20	29
18.0	7.180966	39	6	24
19.0	7.208532	23	10	14
20.0	7.230654	23	4	13
21.0	7.248407	20	4	19
22.0	7.262655	20	1	21
23.0	7.274089	23	0	17
24.0	7.283266	15	0	16
25.0	7.29063	12	0	9
26.0	7.29654	11	0	12
27.0	7.301283	15	0	15
28.0	7.30509	13	0	13
29.0	7.308144	6	0	4
30.0	7.310596	10	0	10
31.0	7.312563	7	0	7
32.0	7.314142	9	0	11
33.0	7.31541	9	0	8
34.0	7.316426	7	0	6
35.0	7.317243	6	0	7
36.0	7.317898	9	0	9
37.0	7.318423	7	0	7
38.0	7.318845	6	0	5
39.0	7.319184	3	0	3
40.0	7.319455	3	0	4
41.0	7.319673	6	0	5
42.0	7.319848	6	0	7
43.0	7.319989	7	0	7
44.0	7.320101	2	0	1
45.0	7.320192	5	0	6
46.0	7.320264	4	0	3
47.0	7.320323	6	0	7
48.0	7.320369	2	0	1
49.0	7.320407	0	0	0
50.0	7.320437	2	0	2
51.0	7.320461	0	0	0
52.0	7.320481	2	0	2
53.0	7.320496	0	0	0
54.0	7.320509	2	0	2
55.0	7.320519	0	0	0
56.0	7.320527	1	0	4
57.0	7.320533	4	0	2
58.0	7.320538	1	0	1
59.0	7.320543	4	0	3
60.0	7.320546	3	0	3
61.0	7.320549	0	0	2
62.0	7.320551	3	0	1
63.0	7.320552	2	0	3
64.0	7.320554	2	0	1
65.0	7.320555	1	0	1
66.0	7.320556	1	0	3
67.0	7.320557	2	0	1
68.0	7.320557	2	0	1
69.0	7.320558	2	0	2
70.0	7.320558	1	0	1
71.0	7.320558	1	0	1
72.0	7.320558	1	0	3
73.0	7.320559	3	0	2
74.0	7.320559	3	0	3
75.0	7.320559	2	0	1
76.0	7.320559	1	0	2
77.0	7.320559	1	0	1
78.0	7.320559	2	0	2
