## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT results/aligned/nr45.sorted.bam --OUTPUT results/aligned/nr45.dedup.bam --METRICS_FILE results/qc/dedup/nr45_dedup_metrics.txt --REMOVE_DUPLICATES false --VALIDATION_STRINGENCY LENIENT --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --FLOW_MODE false --FLOW_DUP_STRATEGY FLOW_QUALITY_SUM_STRATEGY --FLOW_USE_END_IN_UNPAIRED_READS false --FLOW_USE_UNPAIRED_CLIPPED_END false --FLOW_UNPAIRED_END_UNCERTAINTY 0 --FLOW_UNPAIRED_START_UNCERTAINTY 0 --FLOW_SKIP_FIRST_N_FLOWS 0 --FLOW_Q_IS_KNOWN_END false --FLOW_EFFECTIVE_QUALITY_THRESHOLD 15 --ADD_PG_TAG_TO_READS true --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --COMPRESSION_LEVEL 5 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Mar 06 15:15:48 CET 2026

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
nr45	112683	39377776	1133665	1416097	65226	14261789	12226970	0.362488	171969972

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
1.0	1.401286	17178642	0	23377340
2.0	2.515791	4724111	4025502	1669196
3.0	3.402205	1729243	1516328	46720
4.0	4.10721	756923	676495	4356
5.0	4.667931	358178	321608	2307
6.0	5.113897	177394	156996	1902
7.0	5.468593	88837	77167	1586
8.0	5.750699	45799	38167	1507
9.0	5.97507	24048	18980	1387
10.0	6.153522	12502	9222	1341
11.0	6.295453	7083	4756	1212
12.0	6.408337	3989	2195	1124
13.0	6.498119	2469	1192	934
14.0	6.569526	1574	579	763
15.0	6.626319	1094	337	670
16.0	6.67149	735	141	506
17.0	6.707415	585	66	473
18.0	6.735989	348	29	316
19.0	6.758715	311	28	272
20.0	6.776789	250	7	232
21.0	6.791165	212	8	205
22.0	6.802598	140	7	132
23.0	6.811692	108	2	101
24.0	6.818925	92	0	92
25.0	6.824677	77	0	74
26.0	6.829252	59	0	62
27.0	6.832891	48	0	45
28.0	6.835785	38	0	38
29.0	6.838087	43	0	46
30.0	6.839918	50	0	48
31.0	6.841374	43	0	44
32.0	6.842532	41	0	38
33.0	6.843453	32	0	33
34.0	6.844185	29	0	26
35.0	6.844768	26	0	34
36.0	6.845231	29	0	23
37.0	6.8456	21	0	21
38.0	6.845893	27	0	26
39.0	6.846126	28	0	29
40.0	6.846312	15	0	15
41.0	6.846459	21	0	20
42.0	6.846576	15	0	15
43.0	6.84667	23	0	24
44.0	6.846744	14	0	14
45.0	6.846803	20	0	19
46.0	6.84685	17	0	17
47.0	6.846887	13	0	11
48.0	6.846917	6	0	9
49.0	6.84694	19	0	17
50.0	6.846959	10	0	10
51.0	6.846974	9	0	11
52.0	6.846986	10	0	10
53.0	6.846995	11	0	10
54.0	6.847003	17	0	16
55.0	6.847009	8	0	8
56.0	6.847014	9	0	10
57.0	6.847018	8	0	8
58.0	6.847021	8	0	8
59.0	6.847023	8	0	9
60.0	6.847025	9	0	7
61.0	6.847026	10	0	11
62.0	6.847028	5	0	5
63.0	6.847028	7	0	9
64.0	6.847029	8	0	8
65.0	6.84703	9	0	8
66.0	6.84703	5	0	2
67.0	6.847031	4	0	5
68.0	6.847031	4	0	6
69.0	6.847031	3	0	2
70.0	6.847031	4	0	3
71.0	6.847032	7	0	8
72.0	6.847032	7	0	8
73.0	6.847032	4	0	3
74.0	6.847032	7	0	5
75.0	6.847032	1	0	1
76.0	6.847032	2	0	3
77.0	6.847032	4	0	4
78.0	6.847032	6	0	6
79.0	6.847032	5	0	9
80.0	6.847032	6	0	2
81.0	6.847032	5	0	6
82.0	6.847032	4	0	4
83.0	6.847032	5	0	4
84.0	6.847032	5	0	6
85.0	6.847032	3	0	2
86.0	6.847032	3	0	3
87.0	6.847032	3	0	4
88.0	6.847032	4	0	4
89.0	6.847032	7	0	8
90.0	6.847032	3	0	5
91.0	6.847032	7	0	5
92.0	6.847032	6	0	3
93.0	6.847032	3	0	3
94.0	6.847032	1	0	3
95.0	6.847032	1	0	4
96.0	6.847032	6	0	5
97.0	6.847032	9	0	6
98.0	6.847032	4	0	4
99.0	6.847032	2	0	2
100.0	6.847032	2	0	2
101.0	0	2	0	3
102.0	0	3	0	2
103.0	0	2	0	2
104.0	0	1	0	2
105.0	0	3	0	2
106.0	0	3	0	5
107.0	0	4	0	2
108.0	0	4	0	6
109.0	0	4	0	5
110.0	0	5	0	6
111.0	0	6	0	5
112.0	0	3	0	1
113.0	0	2	0	3
114.0	0	3	0	4
115.0	0	4	0	2
116.0	0	2	0	2
117.0	0	2	0	3
118.0	0	6	0	6
119.0	0	4	0	2
120.0	0	4	0	3
121.0	0	1	0	2
122.0	0	2	0	2
123.0	0	2	0	2
124.0	0	2	0	2
125.0	0	3	0	2
126.0	0	0	0	1
127.0	0	3	0	4
128.0	0	3	0	2
129.0	0	1	0	0
130.0	0	1	0	1
131.0	0	3	0	4
132.0	0	3	0	2
133.0	0	4	0	5
134.0	0	2	0	2
135.0	0	1	0	0
136.0	0	2	0	2
137.0	0	1	0	1
138.0	0	1	0	2
139.0	0	2	0	2
140.0	0	3	0	4
141.0	0	2	0	1
142.0	0	1	0	0
146.0	0	2	0	2
147.0	0	1	0	1
148.0	0	1	0	1
150.0	0	0	0	1
151.0	0	1	0	0
152.0	0	1	0	2
153.0	0	3	0	2
154.0	0	1	0	1
156.0	0	0	0	1
157.0	0	3	0	3
158.0	0	3	0	3
159.0	0	2	0	4
160.0	0	5	0	2
161.0	0	1	0	2
162.0	0	2	0	2
163.0	0	1	0	0
164.0	0	2	0	2
165.0	0	0	0	1
166.0	0	1	0	0
167.0	0	0	0	2
168.0	0	2	0	2
169.0	0	2	0	0
170.0	0	0	0	1
171.0	0	1	0	3
172.0	0	3	0	1
173.0	0	1	0	0
174.0	0	1	0	1
176.0	0	1	0	1
177.0	0	1	0	1
178.0	0	1	0	1
179.0	0	0	0	2
180.0	0	2	0	1
181.0	0	1	0	1
182.0	0	0	0	2
183.0	0	3	0	2
184.0	0	2	0	0
186.0	0	0	0	1
187.0	0	1	0	0
188.0	0	1	0	1
189.0	0	1	0	2
190.0	0	0	0	1
191.0	0	1	0	1
192.0	0	3	0	2
193.0	0	1	0	0
195.0	0	1	0	1
196.0	0	0	0	1
197.0	0	1	0	0
198.0	0	0	0	1
199.0	0	0	0	1
200.0	0	1	0	0
202.0	0	1	0	0
203.0	0	0	0	2
204.0	0	2	0	2
206.0	0	1	0	0
207.0	0	1	0	1
208.0	0	1	0	1
210.0	0	1	0	1
211.0	0	1	0	1
212.0	0	1	0	1
213.0	0	1	0	0
215.0	0	0	0	1
216.0	0	1	0	1
217.0	0	1	0	1
218.0	0	1	0	0
220.0	0	0	0	1
221.0	0	1	0	0
222.0	0	0	0	1
223.0	0	2	0	1
227.0	0	0	0	1
228.0	0	0	0	1
229.0	0	2	0	0
238.0	0	1	0	1
241.0	0	0	0	1
242.0	0	1	0	1
243.0	0	1	0	0
244.0	0	0	0	1
246.0	0	1	0	0
247.0	0	1	0	2
248.0	0	1	0	0
255.0	0	0	0	2
256.0	0	0	0	1
257.0	0	2	0	1
258.0	0	1	0	1
260.0	0	2	0	1
261.0	0	1	0	1
262.0	0	1	0	1
263.0	0	1	0	0
266.0	0	0	0	1
269.0	0	1	0	1
270.0	0	1	0	1
271.0	0	1	0	0
275.0	0	1	0	1
281.0	0	0	0	1
282.0	0	0	0	1
284.0	0	1	0	2
285.0	0	2	0	0
286.0	0	1	0	0
287.0	0	0	0	1
288.0	0	2	0	1
290.0	0	0	0	1
293.0	0	2	0	1
295.0	0	1	0	1
297.0	0	1	0	2
299.0	0	1	0	0
307.0	0	1	0	1
308.0	0	1	0	1
311.0	0	0	0	1
313.0	0	1	0	0
321.0	0	0	0	1
322.0	0	1	0	0
323.0	0	0	0	1
324.0	0	1	0	1
325.0	0	0	0	1
327.0	0	3	0	2
330.0	0	1	0	0
336.0	0	1	0	1
340.0	0	0	0	1
342.0	0	0	0	1
345.0	0	1	0	0
347.0	0	1	0	0
352.0	0	0	0	1
354.0	0	1	0	0
356.0	0	0	0	1
357.0	0	1	0	0
358.0	0	0	0	2
360.0	0	0	0	1
361.0	0	1	0	0
362.0	0	2	0	0
367.0	0	0	0	1
369.0	0	0	0	1
372.0	0	1	0	1
373.0	0	1	0	2
375.0	0	1	0	0
376.0	0	2	0	0
386.0	0	0	0	1
391.0	0	1	0	0
395.0	0	0	0	1
398.0	0	1	0	0
424.0	0	0	0	1
428.0	0	1	0	0
431.0	0	0	0	1
436.0	0	1	0	0
449.0	0	0	0	1
454.0	0	1	0	0
456.0	0	0	0	1
457.0	0	1	0	0
458.0	0	0	0	1
460.0	0	0	0	2
463.0	0	1	0	0
464.0	0	1	0	0
465.0	0	1	0	0
467.0	0	0	0	1
468.0	0	0	0	1
469.0	0	0	0	1
470.0	0	1	0	0
472.0	0	1	0	0
475.0	0	1	0	0
479.0	0	0	0	1
485.0	0	1	0	0
486.0	0	0	0	1
