## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT results/aligned/nr3.sorted.bam --OUTPUT results/aligned/nr3.dedup.bam --METRICS_FILE results/qc/dedup/nr3_dedup_metrics.txt --REMOVE_DUPLICATES false --VALIDATION_STRINGENCY LENIENT --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --FLOW_MODE false --FLOW_DUP_STRATEGY FLOW_QUALITY_SUM_STRATEGY --FLOW_USE_END_IN_UNPAIRED_READS false --FLOW_USE_UNPAIRED_CLIPPED_END false --FLOW_UNPAIRED_END_UNCERTAINTY 0 --FLOW_UNPAIRED_START_UNCERTAINTY 0 --FLOW_SKIP_FIRST_N_FLOWS 0 --FLOW_Q_IS_KNOWN_END false --FLOW_EFFECTIVE_QUALITY_THRESHOLD 15 --ADD_PG_TAG_TO_READS true --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --COMPRESSION_LEVEL 5 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Mar 05 10:32:40 CET 2026

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
nr3	137263	34245428	1292619	817479	85687	11842674	10072018	0.346375	156850310

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
212.0	0	3	0	1
214.0	0	0	0	1
215.0	0	0	0	2
216.0	0	3	0	0
217.0	0	0	0	1
220.0	0	1	0	0
225.0	0	0	0	1
228.0	0	1	0	0
234.0	0	0	0	1
235.0	0	0	0	1
236.0	0	2	0	1
237.0	0	0	0	1
238.0	0	0	0	1
239.0	0	2	0	0
242.0	0	1	0	0
251.0	0	0	0	1
254.0	0	1	0	1
255.0	0	0	0	1
256.0	0	1	0	1
257.0	0	1	0	0
261.0	0	1	0	0
265.0	0	0	0	1
268.0	0	1	0	1
271.0	0	1	0	0
272.0	0	1	0	1
273.0	0	0	0	2
274.0	0	0	0	1
275.0	0	3	0	0
278.0	0	0	0	1
281.0	0	1	0	0
283.0	0	0	0	1
285.0	0	0	0	1
286.0	0	1	0	0
287.0	0	1	0	0
290.0	0	0	0	1
291.0	0	1	0	0
298.0	0	0	0	1
300.0	0	1	0	0
308.0	0	0	0	1
313.0	0	1	0	0
326.0	0	0	0	1
329.0	0	1	0	0
369.0	0	0	0	1
371.0	0	1	0	0
393.0	0	1	0	1
412.0	0	0	0	1
416.0	0	1	0	0

