## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT results/aligned/nr3.sorted.bam --OUTPUT results/aligned/nr3.dedup.bam --METRICS_FILE results/qc/dedup/nr3_dedup_metrics.txt --REMOVE_DUPLICATES false --VALIDATION_STRINGENCY LENIENT --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --FLOW_MODE false --FLOW_DUP_STRATEGY FLOW_QUALITY_SUM_STRATEGY --FLOW_USE_END_IN_UNPAIRED_READS false --FLOW_USE_UNPAIRED_CLIPPED_END false --FLOW_UNPAIRED_END_UNCERTAINTY 0 --FLOW_UNPAIRED_START_UNCERTAINTY 0 --FLOW_SKIP_FIRST_N_FLOWS 0 --FLOW_Q_IS_KNOWN_END false --FLOW_EFFECTIVE_QUALITY_THRESHOLD 15 --ADD_PG_TAG_TO_READS true --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --COMPRESSION_LEVEL 5 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Mar 05 10:32:40 CET 2026

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
nr3	137263	34245428	1292619	817479	85687	11842674	10072018	0.346375	156850310

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
1.0	1.373262	15619489	0	20848692
2.0	2.47717	4149823	3518122	1479374
3.0	3.364556	1448959	1245078	47856
4.0	4.077889	609711	535347	8448
5.0	4.651307	284949	250802	4699
6.0	5.112255	140102	122121	3375
7.0	5.482792	70462	59879	2415
8.0	5.780651	36083	29908	1841
9.0	6.020087	18905	14882	1381
10.0	6.21256	10166	7564	988
11.0	6.367282	5381	3846	662
12.0	6.491656	3139	2008	525
13.0	6.591635	1720	1005	377
14.0	6.672004	971	507	275
15.0	6.736609	611	268	219
16.0	6.788543	362	152	162
17.0	6.83029	257	76	125
18.0	6.863849	192	27	128
19.0	6.890825	139	22	87
20.0	6.912511	124	20	85
21.0	6.929943	113	6	74
22.0	6.943956	76	4	70
23.0	6.95522	70	3	51
24.0	6.964275	62	3	48
25.0	6.971554	50	2	41
26.0	6.977405	51	0	44
27.0	6.982108	48	1	33
28.0	6.985889	41	0	49
29.0	6.988929	31	0	26
30.0	6.991372	31	1	33
31.0	6.993336	33	0	26
32.0	6.994915	37	0	25
33.0	6.996184	21	0	22
34.0	6.997204	18	0	17
35.0	6.998024	18	0	13
36.0	6.998683	16	0	11
37.0	6.999213	20	0	14
38.0	6.999639	17	0	19
39.0	6.999982	16	0	15
40.0	7.000257	14	0	14
41.0	7.000478	12	0	14
42.0	7.000656	12	0	11
43.0	7.000799	12	0	13
44.0	7.000914	13	0	8
45.0	7.001007	9	0	8
46.0	7.001081	9	0	6
47.0	7.00114	9	0	7
48.0	7.001188	6	0	7
49.0	7.001227	11	0	4
50.0	7.001258	5	0	12
51.0	7.001283	14	0	9
52.0	7.001303	8	0	5
53.0	7.001319	8	0	9
54.0	7.001332	8	0	10
55.0	7.001343	5	0	5
56.0	7.001351	7	0	5
57.0	7.001358	4	0	5
58.0	7.001363	5	0	6
59.0	7.001367	5	0	5
60.0	7.001371	6	0	5
61.0	7.001374	8	0	6
62.0	7.001376	6	0	7
63.0	7.001378	3	0	2
64.0	7.001379	4	0	7
65.0	7.00138	8	0	8
66.0	7.001381	8	0	5
67.0	7.001382	3	0	6
68.0	7.001383	5	0	5
69.0	7.001383	6	0	5
70.0	7.001384	6	0	7
71.0	7.001384	7	0	4
72.0	7.001384	3	0	2
73.0	7.001384	2	0	1
74.0	7.001385	4	0	4
75.0	7.001385	8	0	6
76.0	7.001385	5	0	3
77.0	7.001385	4	0	5
78.0	7.001385	1	0	2
79.0	7.001385	4	0	3
80.0	7.001385	2	0	1
81.0	7.001385	5	0	6
82.0	7.001385	5	0	3
83.0	7.001385	3	0	2
84.0	7.001385	4	0	5
85.0	7.001385	2	0	1
86.0	7.001385	2	0	1
87.0	7.001385	0	0	0
88.0	7.001385	0	0	1
89.0	7.001385	2	0	1
90.0	7.001385	1	0	4
91.0	7.001385	1	0	1
92.0	7.001385	6	0	4
93.0	7.001385	2	0	2
94.0	7.001385	1	0	2
95.0	7.001385	2	0	2
96.0	7.001385	3	0	3
97.0	7.001385	2	0	1
98.0	7.001385	1	0	0
99.0	7.001385	3	0	2
100.0	7.001385	2	0	1
101.0	0	1	0	0
102.0	0	3	0	2
104.0	0	1	0	4
105.0	0	3	0	1
106.0	0	2	0	1
107.0	0	1	0	0
108.0	0	3	0	6
109.0	0	5	0	2
110.0	0	1	0	1
111.0	0	1	0	1
112.0	0	1	0	4
113.0	0	1	0	1
114.0	0	2	0	0
115.0	0	4	0	3
118.0	0	0	0	2
119.0	0	2	0	3
120.0	0	4	0	1
121.0	0	0	0	1
122.0	0	3	0	1
125.0	0	0	0	1
126.0	0	1	0	0
129.0	0	0	0	1
130.0	0	0	0	4
131.0	0	1	0	0
132.0	0	3	0	1
133.0	0	1	0	0
134.0	0	1	0	1
135.0	0	2	0	1
136.0	0	0	0	1
137.0	0	1	0	0
138.0	0	0	0	1
141.0	0	1	0	0
142.0	0	1	0	2
145.0	0	1	0	1
147.0	0	1	0	0
153.0	0	0	0	1
155.0	0	1	0	0
157.0	0	0	0	1
160.0	0	1	0	1
161.0	0	1	0	0
164.0	0	0	0	2
165.0	0	0	0	1
166.0	0	1	0	1
167.0	0	1	0	1
168.0	0	3	0	0
169.0	0	0	0	1
170.0	0	1	0	0
176.0	0	0	0	1
177.0	0	1	0	0
179.0	0	0	0	1
180.0	0	0	0	1
181.0	0	1	0	0
182.0	0	1	0	0
183.0	0	0	0	2
184.0	0	2	0	2
185.0	0	2	0	0
186.0	0	1	0	1
188.0	0	1	0	1
195.0	0	0	0	1
196.0	0	1	0	0
197.0	0	0	0	2
198.0	0	0	0	1
199.0	0	0	0	1
200.0	0	2	0	1
201.0	0	2	0	0
202.0	0	1	0	0
203.0	0	1	0	1
205.0	0	0	0	1
206.0	0	0	0	1
207.0	0	0	0	1
208.0	0	2	0	1
209.0	0	1	0	1
210.0	0	1	0	1
