## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT results/aligned/nr21.sorted.bam --OUTPUT results/aligned/nr21.dedup.bam --METRICS_FILE results/qc/dedup/nr21_dedup_metrics.txt --REMOVE_DUPLICATES false --VALIDATION_STRINGENCY LENIENT --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --FLOW_MODE false --FLOW_DUP_STRATEGY FLOW_QUALITY_SUM_STRATEGY --FLOW_USE_END_IN_UNPAIRED_READS false --FLOW_USE_UNPAIRED_CLIPPED_END false --FLOW_UNPAIRED_END_UNCERTAINTY 0 --FLOW_UNPAIRED_START_UNCERTAINTY 0 --FLOW_SKIP_FIRST_N_FLOWS 0 --FLOW_Q_IS_KNOWN_END false --FLOW_EFFECTIVE_QUALITY_THRESHOLD 15 --ADD_PG_TAG_TO_READS true --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --COMPRESSION_LEVEL 5 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Mar 05 18:56:26 CET 2026

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
nr21	115724	37995963	1105005	1544266	70876	12828629	10874976	0.338049	179096134

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
126.0	0	1	0	0
127.0	0	1	0	0
128.0	0	0	0	1
129.0	0	2	0	1
130.0	0	0	0	2
131.0	0	2	0	1
132.0	0	1	0	0
133.0	0	2	0	2
134.0	0	1	0	1
135.0	0	2	0	2
137.0	0	1	0	1
138.0	0	2	0	2
139.0	0	1	0	2
140.0	0	1	0	0
141.0	0	1	0	1
142.0	0	0	0	1
143.0	0	0	0	1
144.0	0	2	0	1
145.0	0	2	0	2
146.0	0	2	0	2
147.0	0	1	0	0
148.0	0	1	0	1
149.0	0	1	0	1
150.0	0	1	0	1
151.0	0	0	0	2
152.0	0	2	0	1
153.0	0	1	0	0
154.0	0	0	0	1
155.0	0	0	0	1
156.0	0	1	0	0
157.0	0	2	0	1
158.0	0	1	0	1
159.0	0	1	0	1
160.0	0	1	0	1
162.0	0	1	0	1
163.0	0	2	0	3
164.0	0	2	0	1
165.0	0	1	0	2
166.0	0	3	0	2
167.0	0	0	0	1
168.0	0	1	0	0
169.0	0	1	0	3
170.0	0	2	0	3
171.0	0	3	0	0
172.0	0	1	0	1
173.0	0	1	0	1
175.0	0	0	0	1
176.0	0	2	0	2
177.0	0	2	0	1
178.0	0	0	0	1
179.0	0	1	0	0
182.0	0	1	0	1
183.0	0	0	0	1
185.0	0	1	0	0
186.0	0	0	0	1
187.0	0	1	0	1
191.0	0	2	0	1
192.0	0	0	0	1
193.0	0	1	0	1
195.0	0	2	0	1
198.0	0	1	0	1
199.0	0	0	0	1
200.0	0	1	0	0
203.0	0	1	0	3
204.0	0	1	0	0
206.0	0	1	0	0
208.0	0	0	0	1
210.0	0	1	0	1
212.0	0	1	0	0
214.0	0	1	0	3
215.0	0	1	0	1
216.0	0	2	0	0
217.0	0	2	0	4
218.0	0	0	0	1
219.0	0	2	0	0
220.0	0	1	0	0
221.0	0	1	0	1
223.0	0	1	0	2
225.0	0	1	0	0
243.0	0	1	0	1
244.0	0	0	0	1
246.0	0	0	0	1
248.0	0	2	0	0
249.0	0	0	0	2
250.0	0	1	0	0
251.0	0	1	0	0
254.0	0	0	0	1
259.0	0	0	0	1
260.0	0	1	0	0
261.0	0	1	0	0
265.0	0	0	0	1
269.0	0	1	0	0
270.0	0	0	0	1
272.0	0	2	0	1
275.0	0	0	0	1
276.0	0	1	0	0
278.0	0	0	0	1
279.0	0	0	0	1
280.0	0	1	0	0
281.0	0	1	0	0
290.0	0	0	0	1
293.0	0	1	0	0
303.0	0	0	0	1
304.0	0	1	0	1
305.0	0	0	0	2
306.0	0	0	0	1
307.0	0	2	0	0
309.0	0	2	0	0
310.0	0	0	0	1
312.0	0	0	0	1
313.0	0	2	0	0
319.0	0	0	0	1
321.0	0	1	0	0
329.0	0	1	0	1
332.0	0	0	0	1
333.0	0	1	0	1
335.0	0	0	0	1
336.0	0	1	0	0
337.0	0	1	0	0
341.0	0	0	0	1
342.0	0	0	0	2
343.0	0	2	0	0
344.0	0	1	0	0
351.0	0	0	0	1
354.0	0	1	0	0
362.0	0	0	0	2
363.0	0	1	0	0
365.0	0	1	0	0
368.0	0	0	0	1
369.0	0	1	0	0
377.0	0	1	0	1
382.0	0	0	0	1
384.0	0	1	0	1
388.0	0	1	0	0
399.0	0	0	0	1
402.0	0	1	0	0
419.0	0	0	0	1
420.0	0	0	0	1
421.0	0	0	0	1
422.0	0	1	0	0
425.0	0	2	0	0

