## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT results/aligned/nr21.sorted.bam --OUTPUT results/aligned/nr21.dedup.bam --METRICS_FILE results/qc/dedup/nr21_dedup_metrics.txt --REMOVE_DUPLICATES false --VALIDATION_STRINGENCY LENIENT --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --FLOW_MODE false --FLOW_DUP_STRATEGY FLOW_QUALITY_SUM_STRATEGY --FLOW_USE_END_IN_UNPAIRED_READS false --FLOW_USE_UNPAIRED_CLIPPED_END false --FLOW_UNPAIRED_END_UNCERTAINTY 0 --FLOW_UNPAIRED_START_UNCERTAINTY 0 --FLOW_SKIP_FIRST_N_FLOWS 0 --FLOW_Q_IS_KNOWN_END false --FLOW_EFFECTIVE_QUALITY_THRESHOLD 15 --ADD_PG_TAG_TO_READS true --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --COMPRESSION_LEVEL 5 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Mar 05 18:56:26 CET 2026

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
nr21	115724	37995963	1105005	1544266	70876	12828629	10874976	0.338049	179096134

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
1.0	1.360335	17686258	0	23416570
2.0	2.460628	4629364	3898341	1686621
3.0	3.350589	1599768	1378503	46883
4.0	4.070426	663378	582448	3834
5.0	4.652658	301039	264069	2129
6.0	5.123591	142612	123936	1732
7.0	5.504501	69711	58823	1574
8.0	5.812596	34973	28558	1388
9.0	6.061795	17954	13820	1260
10.0	6.263358	9297	6713	997
11.0	6.42639	5045	3346	837
12.0	6.558256	2851	1664	644
13.0	6.664915	1623	830	492
14.0	6.751186	916	375	400
15.0	6.820964	563	193	287
16.0	6.877404	328	99	193
17.0	6.923055	259	61	182
18.0	6.959979	145	18	106
19.0	6.989845	115	10	99
20.0	7.014002	89	7	74
21.0	7.033541	70	3	66
22.0	7.049344	63	1	61
23.0	7.062127	51	1	48
24.0	7.072466	54	0	55
25.0	7.080829	37	1	33
26.0	7.087593	32	0	35
27.0	7.093064	36	0	37
28.0	7.09749	33	0	30
29.0	7.101069	27	0	32
30.0	7.103964	29	0	28
31.0	7.106306	29	0	25
32.0	7.1082	24	0	23
33.0	7.109732	22	0	23
34.0	7.110971	19	0	17
35.0	7.111973	8	0	10
36.0	7.112784	17	0	18
37.0	7.11344	11	0	8
38.0	7.11397	10	0	10
39.0	7.114399	10	0	11
40.0	7.114746	10	0	13
41.0	7.115027	11	0	9
42.0	7.115254	7	0	6
43.0	7.115437	8	0	7
44.0	7.115586	5	0	10
45.0	7.115706	14	0	10
46.0	7.115803	11	0	12
47.0	7.115881	10	0	8
48.0	7.115945	3	0	5
49.0	7.115996	10	0	7
50.0	7.116038	8	0	10
51.0	7.116072	7	0	8
52.0	7.116099	11	0	12
53.0	7.116121	9	0	8
54.0	7.116139	5	0	3
55.0	7.116153	5	0	8
56.0	7.116165	7	0	4
57.0	7.116174	3	0	2
58.0	7.116182	4	0	10
59.0	7.116188	9	0	7
60.0	7.116193	6	0	4
61.0	7.116197	3	0	2
62.0	7.1162	3	0	3
63.0	7.116203	7	0	7
64.0	7.116205	2	0	1
65.0	7.116207	4	0	5
66.0	7.116208	3	0	2
67.0	7.116209	3	0	5
68.0	7.11621	8	0	7
69.0	7.116211	3	0	3
70.0	7.116211	5	0	8
71.0	7.116212	3	0	2
72.0	7.116212	4	0	4
73.0	7.116213	4	0	3
74.0	7.116213	5	0	3
75.0	7.116213	1	0	2
76.0	7.116213	1	0	2
77.0	7.116213	6	0	5
78.0	7.116214	0	0	1
79.0	7.116214	5	0	4
80.0	7.116214	2	0	1
81.0	7.116214	2	0	4
82.0	7.116214	3	0	3
83.0	7.116214	2	0	0
84.0	7.116214	3	0	3
85.0	7.116214	1	0	2
86.0	7.116214	3	0	2
87.0	7.116214	3	0	4
88.0	7.116214	3	0	4
89.0	7.116214	4	0	5
90.0	7.116214	6	0	3
91.0	7.116214	0	0	0
92.0	7.116214	1	0	1
93.0	7.116214	3	0	3
94.0	7.116214	0	0	1
95.0	7.116214	2	0	3
96.0	7.116214	6	0	4
97.0	7.116214	2	0	2
98.0	7.116214	1	0	1
99.0	7.116214	1	0	2
100.0	7.116214	4	0	5
101.0	0	3	0	2
102.0	0	4	0	4
103.0	0	3	0	2
104.0	0	1	0	1
105.0	0	1	0	2
106.0	0	3	0	3
107.0	0	4	0	4
108.0	0	2	0	3
109.0	0	2	0	0
111.0	0	1	0	2
112.0	0	1	0	1
113.0	0	5	0	5
114.0	0	4	0	4
115.0	0	1	0	0
116.0	0	1	0	1
118.0	0	1	0	3
119.0	0	5	0	3
121.0	0	0	0	1
122.0	0	4	0	3
123.0	0	3	0	3
124.0	0	0	0	1
125.0	0	3	0	4
