sample	user_id	group	r1	r2
nr17	C1-DD-23	DD	/Users/stockholmbutterflylab/Desktop/snpseq01427/files/YF-4363/demultiplexed_pheniqs/YF-4363-Pool-3/YF-4363-Pool-3_YF-4363_nr17-C1-DD-23.v1_CAGATC_R1.fastq.gz	/Users/stockholmbutterflylab/Desktop/snpseq01427/files/YF-4363/demultiplexed_pheniqs/YF-4363-Pool-3/YF-4363-Pool-3_YF-4363_nr17-C1-DD-23.v1_CAGATC_R2.fastq.gz
nr18	C1-DD-25	DD	/Users/stockholmbutterflylab/Desktop/snpseq01427/files/YF-4363/demultiplexed_pheniqs/YF-4363-Pool-3/YF-4363-Pool-3_YF-4363_nr18-C1-DD-25.v1_TTAGGC_R1.fastq.gz	/Users/stockholmbutterflylab/Desktop/snpseq01427/files/YF-4363/demultiplexed_pheniqs/YF-4363-Pool-3/YF-4363-Pool-3_YF-4363_nr18-C1-DD-25.v1_TTAGGC_R2.fastq.gz
nr19	C1-DD-29	DD	/Users/stockholmbutterflylab/Desktop/snpseq01427/files/YF-4363/demultiplexed_pheniqs/YF-4363-Pool-1/YF-4363-Pool-1_YF-4363_nr19-C1-DD-29.v1_GGCTAC_R1.fastq.gz	/Users/stockholmbutterflylab/Desktop/snpseq01427/files/YF-4363/demultiplexed_pheniqs/YF-4363-Pool-1/YF-4363-Pool-1_YF-4363_nr19-C1-DD-29.v1_GGCTAC_R2.fastq.gz
nr20	C1-DD-30	DD	/Users/stockholmbutterflylab/Desktop/snpseq01427/files/YF-4363/demultiplexed_pheniqs/YF-4363-Pool-4/YF-4363-Pool-4_YF-4363_nr20-C1-DD-30.v1_TTAGGC_R1.fastq.gz	/Users/stockholmbutterflylab/Desktop/snpseq01427/files/YF-4363/demultiplexed_pheniqs/YF-4363-Pool-4/YF-4363-Pool-4_YF-4363_nr20-C1-DD-30.v1_TTAGGC_R2.fastq.gz
nr21	C1-DD-32	DD	/Users/stockholmbutterflylab/Desktop/snpseq01427/files/YF-4363/demultiplexed_pheniqs/YF-4363-Pool-4/YF-4363-Pool-4_YF-4363_nr21-C1-DD-32.v1_GCCAAT_R1.fastq.gz	/Users/stockholmbutterflylab/Desktop/snpseq01427/files/YF-4363/demultiplexed_pheniqs/YF-4363-Pool-4/YF-4363-Pool-4_YF-4363_nr21-C1-DD-32.v1_GCCAAT_R2.fastq.gz
nr22	C1-DD-34	DD	/Users/stockholmbutterflylab/Desktop/snpseq01427/files/YF-4363/demultiplexed_pheniqs/YF-4363-Pool-6/YF-4363-Pool-6_YF-4363_nr22-C1-DD-34.v1_ACTTGA_R1.fastq.gz	/Users/stockholmbutterflylab/Desktop/snpseq01427/files/YF-4363/demultiplexed_pheniqs/YF-4363-Pool-6/YF-4363-Pool-6_YF-4363_nr22-C1-DD-34.v1_ACTTGA_R2.fastq.gz
nr23	C3-DD-40	DD	/Users/stockholmbutterflylab/Desktop/snpseq01427/files/YF-4363/demultiplexed_pheniqs/YF-4363-Pool-1/YF-4363-Pool-1_YF-4363_nr23-C3-DD-40.v1_ATTCCT_R1.fastq.gz	/Users/stockholmbutterflylab/Desktop/snpseq01427/files/YF-4363/demultiplexed_pheniqs/YF-4363-Pool-1/YF-4363-Pool-1_YF-4363_nr23-C3-DD-40.v1_ATTCCT_R2.fastq.gz
nr24	C1-DD-44	DD	/Users/stockholmbutterflylab/Desktop/snpseq01427/files/YF-4363/demultiplexed_pheniqs/YF-4363-Pool-5/YF-4363-Pool-5_YF-4363_nr24-C1-DD-44.v1_CAGATC_R1.fastq.gz	/Users/stockholmbutterflylab/Desktop/snpseq01427/files/YF-4363/demultiplexed_pheniqs/YF-4363-Pool-5/YF-4363-Pool-5_YF-4363_nr24-C1-DD-44.v1_CAGATC_R2.fastq.gz
nr25	C3-DD-4	DD	/Users/stockholmbutterflylab/Desktop/snpseq01427/files/YF-4363/demultiplexed_pheniqs/YF-4363-Pool-1/YF-4363-Pool-1_YF-4363_nr25-C3-DD-4.v1_ATCACG_R1.fastq.gz	/Users/stockholmbutterflylab/Desktop/snpseq01427/files/YF-4363/demultiplexed_pheniqs/YF-4363-Pool-1/YF-4363-Pool-1_YF-4363_nr25-C3-DD-4.v1_ATCACG_R2.fastq.gz
nr26	C1-DD-7	DD	/Users/stockholmbutterflylab/Desktop/snpseq01427/files/YF-4363/demultiplexed_pheniqs/YF-4363-Pool-2/YF-4363-Pool-2_YF-4363_nr26-C1-DD-7.v1_CAGATC_R1.fastq.gz	/Users/stockholmbutterflylab/Desktop/snpseq01427/files/YF-4363/demultiplexed_pheniqs/YF-4363-Pool-2/YF-4363-Pool-2_YF-4363_nr26-C1-DD-7.v1_CAGATC_R2.fastq.gz
nr27	C2-DD-14	DD	/Users/stockholmbutterflylab/Desktop/snpseq01427/files/YF-4363/demultiplexed_pheniqs/YF-4363-Pool-3/YF-4363-Pool-3_YF-4363_nr27-C2-DD-14.v1_ACTGAT_R1.fastq.gz	/Users/stockholmbutterflylab/Desktop/snpseq01427/files/YF-4363/demultiplexed_pheniqs/YF-4363-Pool-3/YF-4363-Pool-3_YF-4363_nr27-C2-DD-14.v1_ACTGAT_R2.fastq.gz
nr28	C2-DD-18	DD	/Users/stockholmbutterflylab/Desktop/snpseq01427/files/YF-4363/demultiplexed_pheniqs/YF-4363-Pool-4/YF-4363-Pool-4_YF-4363_nr28-C2-DD-18.v1_TGACCA_R1.fastq.gz	/Users/stockholmbutterflylab/Desktop/snpseq01427/files/YF-4363/demultiplexed_pheniqs/YF-4363-Pool-4/YF-4363-Pool-4_YF-4363_nr28-C2-DD-18.v1_TGACCA_R2.fastq.gz
nr29	C2-DD-20	DD	/Users/stockholmbutterflylab/Desktop/snpseq01427/files/YF-4363/demultiplexed_pheniqs/YF-4363-Pool-1/YF-4363-Pool-1_YF-4363_nr29-C2-DD-20.v1_GATCAG_R1.fastq.gz	/Users/stockholmbutterflylab/Desktop/snpseq01427/files/YF-4363/demultiplexed_pheniqs/YF-4363-Pool-1/YF-4363-Pool-1_YF-4363_nr29-C2-DD-20.v1_GATCAG_R2.fastq.gz
nr30	C2-DD-22	DD	/Users/stockholmbutterflylab/Desktop/snpseq01427/files/YF-4363/demultiplexed_pheniqs/YF-4363-Pool-2/YF-4363-Pool-2_YF-4363_nr30-C2-DD-22.v1_TGACCA_R1.fastq.gz	/Users/stockholmbutterflylab/Desktop/snpseq01427/files/YF-4363/demultiplexed_pheniqs/YF-4363-Pool-2/YF-4363-Pool-2_YF-4363_nr30-C2-DD-22.v1_TGACCA_R2.fastq.gz
nr31	C2-DD-28	DD	/Users/stockholmbutterflylab/Desktop/snpseq01427/files/YF-4363/demultiplexed_pheniqs/YF-4363-Pool-2/YF-4363-Pool-2_YF-4363_nr31-C2-DD-28.v1_ATTCCT_R1.fastq.gz	/Users/stockholmbutterflylab/Desktop/snpseq01427/files/YF-4363/demultiplexed_pheniqs/YF-4363-Pool-2/YF-4363-Pool-2_YF-4363_nr31-C2-DD-28.v1_ATTCCT_R2.fastq.gz
nr32	C1-NN-39	NN	/Users/stockholmbutterflylab/Desktop/snpseq01427/files/YF-4363/demultiplexed_pheniqs/YF-4363-Pool-2/YF-4363-Pool-2_YF-4363_nr32-C1-NN-39.v1_ACTTGA_R1.fastq.gz	/Users/stockholmbutterflylab/Desktop/snpseq01427/files/YF-4363/demultiplexed_pheniqs/YF-4363-Pool-2/YF-4363-Pool-2_YF-4363_nr32-C1-NN-39.v1_ACTTGA_R2.fastq.gz
nr33	C1-DD-40	DD	/Users/stockholmbutterflylab/Desktop/snpseq01427/files/YF-4363/demultiplexed_pheniqs/YF-4363-Pool-5/YF-4363-Pool-5_YF-4363_nr33-C1-DD-40.v1_CTTGTA_R1.fastq.gz	/Users/stockholmbutterflylab/Desktop/snpseq01427/files/YF-4363/demultiplexed_pheniqs/YF-4363-Pool-5/YF-4363-Pool-5_YF-4363_nr33-C1-DD-40.v1_CTTGTA_R2.fastq.gz
